"state","location","type","so2","no2","rspm","pm2_5","date"
"Madhya Pradesh","Nagda","Residential",16,34,54,35,"2015-11-04"
"Madhya Pradesh","Bhopal","Residential",2,9,76,67,"2015-11-04"
"Madhya Pradesh","Singrauli","Residential",15,19,85,41.94,"2015-11-04"
"Odisha","Bhubaneswar","Residential",2,20,147,61,"2015-11-04"
"Odisha","Bhubaneswar","Residential",2,17,94,43,"2015-11-04"
"Odisha","Sambalpur","Residential",4,19,88,48,"2015-11-04"
"Tamil Nadu","Madurai","Industrial",15,22,79,37.7,"2015-11-04"
"Tamil Nadu","Coimbatore","Residential",2,22,32,32,"2015-11-04"
"Delhi","Delhi","Residential",12,45,119,84,"2015-11-05"
"Delhi","Delhi","Residential",21,72,161,117,"2015-11-05"
"Goa","Margao","Residential",4,9,61,20,"2015-11-05"
"Goa","Ponda","Residential",4,9,30,10,"2015-11-05"
"Gujarat","Vadodara","Residential",10,18,78,32,"2015-11-05"
"Gujarat","ANKLESHWAR","Others",24,26,82,32,"2015-11-05"
"Madhya Pradesh","Nagda","Industrial",29,16,60,38,"2015-11-05"
"Madhya Pradesh","Singrauli","Residential",13,19,75,43,"2015-11-05"
"Odisha","Angul","Industrial",10,25,93,58,"2015-11-05"
"Odisha","Angul","Residential",10,22,105,51,"2015-11-05"
"Odisha","Rourkela","Residential",8,15,103,45,"2015-11-05"
"Odisha","Cuttack","Residential",4,35,92,42,"2015-11-05"
"Odisha","Paradeep","Industrial",15,13,92,31,"2015-11-05"
"Odisha","Paradeep","Residential",15,15,63,22,"2015-11-05"
"Odisha","Paradeep","Residential",18,16,77,25,"2015-11-05"
"Odisha","Rourkela","Residential",13,14,155,59,"2015-11-05"
"Odisha","Konark","Residential",2,11,59,25,"2015-11-05"
"Tamil Nadu","Chennai","Industrial",12,18,27,17,"2015-11-05"
"Tamil Nadu","Coimbatore","Residential",3,30,21,39,"2015-11-05"
"Tamil Nadu","Salem","Residential",7,28,47,19,"2015-11-05"
"Tamil Nadu","Cuddalore","Residential",10,23,55,27,"2015-11-05"
"West Bengal","Howrah","Residential",20,47,156,86,"2015-11-05"
"West Bengal","Durgapur","Residential",7,60,112,82,"2015-11-05"
"West Bengal","Kolkata","Residential",5,58,114,59,"2015-11-05"
"West Bengal","Kolkata","Residential",3,41,106,51,"2015-11-05"
"West Bengal","Kolkata","Industrial",4,50,110,56,"2015-11-05"
"West Bengal","Barrackpore","Industrial",7,58,110,72,"2015-11-05"
"West Bengal","Kolkata","Others",4,47,116,64,"2015-11-05"
"Dadra & Nagar Haveli","Khadoli","Industrial",16,27,93,35,"2015-11-06"
"Daman & Diu","Daman","Industrial",14,25,83,27,"2015-11-06"
"Delhi","Delhi","Industrial",4,60,405,265,"2015-11-06"
"Delhi","Delhi","Residential",4,52,231,135,"2015-11-06"
"Gujarat","ANKLESHWAR","Others",18,20,83,36,"2015-11-06"
"Madhya Pradesh","Nagda","Residential",12,21,64,46,"2015-11-06"
"Madhya Pradesh","Bhopal","Residential",2,8,76,79,"2015-11-06"
"Madhya Pradesh","Singrauli","Residential",13,16,96,46.3,"2015-11-06"
"Odisha","Talcher","Industrial",11,25,99,56,"2015-11-06"
"Odisha","Rayagada","Industrial",4,24,60,29,"2015-11-06"
"Odisha","Bhubaneswar","Residential",2,19,59,14,"2015-11-06"
"Odisha","Cuttack","Residential",2,28,63,30,"2015-11-06"
"Odisha","Berhampur","Residential",2,22,73,50,"2015-11-06"
"Odisha","Talcher","Industrial",9,24,128,48,"2015-11-06"
"Odisha","Kalinga Nagar","Industrial",2,10,117,40,"2015-11-06"
"Odisha","Kalinga Nagar","Residential",2,10,111,39,"2015-11-06"
"Odisha","Puri","Residential",2,17,52,14,"2015-11-06"
"Odisha","Puri","Residential",2,17,61,18,"2015-11-06"
"Odisha","Kalinga Nagar","Industrial",2,10,87,38,"2015-11-06"
"Tamil Nadu","Coimbatore","Industrial",4,27,54,48,"2015-11-06"
"Tamil Nadu","Chennai","Residential",10,12,25,9,"2015-11-06"
"Goa","Curchorem","Residential",4,9,39,13,"2015-11-07"
"Goa","Usgao","Residential",4,9,59,20,"2015-11-07"
"Goa","Codli","Residential",4,9,64,21,"2015-11-07"
"Goa","Honda","Residential",4,9,38,16,"2015-11-07"
"Goa","Bicholim","Residential",4,9,69,24,"2015-11-07"
"Goa","Amona","Residential",4,9,69,26.6,"2015-11-07"
"Goa","Assanora","Residential",4,9,39,13,"2015-11-07"
"Goa","Sanguem","Residential",4,9,41,14,"2015-11-07"
"Goa","Tilamol","Residential",4,9,48,15,"2015-11-07"
"Goa","Kundaim","Industrial",4,9,60,19,"2015-11-07"
"Goa","Cuncolim","Industrial",4,9,44,16,"2015-11-07"
"Gujarat","Vadodara","Residential",12,21,76,33,"2015-11-07"
"Gujarat","Vadodara","Industrial",17,21,93,38,"2015-11-07"
"Gujarat","Vadodara","Others",16,21,88,32,"2015-11-07"
"Madhya Pradesh","Nagda","Residential",19,29,57,39,"2015-11-07"
"Madhya Pradesh","Singrauli","Residential",13,16,83,38.16,"2015-11-07"
"Odisha","Rayagada","Residential",4,22,45,30,"2015-11-07"
"Odisha","Bhubaneswar","Residential",2,23,156,59,"2015-11-07"
"Odisha","Sambalpur","Residential",4,15,72,52,"2015-11-07"
"Tamil Nadu","Coimbatore","Residential",2,22,44,31,"2015-11-07"
"West Bengal","Durgapur","Residential",7,55,105,63,"2015-11-07"
"West Bengal","Kolkata","Residential",5,59,155,79,"2015-11-07"
"West Bengal","Howrah","Residential",21,45,160,92,"2015-11-08"
"West Bengal","Kolkata","Residential",4,55,148,77,"2015-11-08"
"Dadra & Nagar Haveli","Khadoli","Industrial",18,29,95,37,"2015-11-09"
"Daman & Diu","Daman","Industrial",13,23,79,25,"2015-11-09"
"Delhi","Delhi","Residential",9,49,403,194,"2015-11-09"
"Delhi","Delhi","Residential",21,77,334,197,"2015-11-09"
"Gujarat","Vadodara","Residential",11,19,76,30,"2015-11-09"
"Gujarat","ANKLESHWAR","Others",25,25,83,34,"2015-11-09"
"Madhya Pradesh","Nagda","Industrial",30,18,55,37,"2015-11-09"
"Madhya Pradesh","Singrauli","Residential",13,17,94,47,"2015-11-09"
"Odisha","Angul","Industrial",8,23,104,61,"2015-11-09"
"Odisha","Rayagada","Residential",4,22,48,28,"2015-11-09"
"Odisha","Angul","Residential",11,24,98,55,"2015-11-09"
"Odisha","Rourkela","Residential",6,13,103,38,"2015-11-09"
"Odisha","Cuttack","Residential",3,33,86,29,"2015-11-09"
"Odisha","Sambalpur","Residential",4,19,91,46,"2015-11-09"
"Odisha","Berhampur","Residential",2,18,81,47,"2015-11-09"
"Odisha","Keonjhar","Residential",2,15,144,81,"2015-11-09"
"Odisha","Rourkela","Residential",12,14,183,87,"2015-11-09"
"Tamil Nadu","Coimbatore","Residential",3,25,57,43,"2015-11-09"
"Tamil Nadu","Mettur","Residential",7,24,31,20,"2015-11-09"
"Delhi","Delhi","Residential",4,44,343,163,"2015-11-10"
"Delhi","Delhi","Industrial",8.08222107401066,22.5922759331576,91.7796692607069,300,"2015-11-10"
"Goa","Curchorem","Residential",4,9,51,16,"2015-11-10"
"Goa","Sanguem","Residential",4,8,33,11,"2015-11-10"
"Goa","Tilamol","Residential",4,9,32,10,"2015-11-10"
"Goa","Cuncolim","Industrial",4,9,39,13,"2015-11-10"
"Gujarat","ANKLESHWAR","Others",19,21,82,32,"2015-11-10"
"Madhya Pradesh","Nagda","Residential",19,22,74,50,"2015-11-10"
"Madhya Pradesh","Singrauli","Residential",13,17,97,42.04,"2015-11-10"
"Odisha","Talcher","Industrial",10,25,151,81,"2015-11-10"
"Odisha","Rayagada","Industrial",7,26,69,40,"2015-11-10"
"Odisha","Talcher","Industrial",10,25,151,83,"2015-11-10"
"Tamil Nadu","Chennai","Industrial",18,24,30,18,"2015-11-10"
"West Bengal","Howrah","Residential",63,90,248,182,"2015-11-10"
"West Bengal","Durgapur","Residential",12,68,153,108,"2015-11-10"
"West Bengal","Kolkata","Residential",13,89,206,131,"2015-11-10"
"West Bengal","Kolkata","Residential",8,68,177,137,"2015-11-10"
"West Bengal","Kolkata","Industrial",12,83,256,164,"2015-11-10"
"West Bengal","Barrackpore","Industrial",13,66,240,126,"2015-11-10"
"West Bengal","Kolkata","Others",10,76,209,152,"2015-11-10"
"Goa","Usgao","Residential",4,9,35,13,"2015-11-11"
"Goa","Codli","Residential",4,9,33,10,"2015-11-11"
"Goa","Honda","Residential",4,10,67,27,"2015-11-11"
"Goa","Bicholim","Residential",4,9,31,12,"2015-11-11"
"Goa","Amona","Residential",4,9,40,14.5,"2015-11-11"
"Goa","Assanora","Residential",4,9,55,21,"2015-11-11"
"Goa","Margao","Residential",4,9,63,23,"2015-11-11"
"Goa","Ponda","Residential",4,9,57,21,"2015-11-11"
"Goa","Kundaim","Industrial",4,9,34,11,"2015-11-11"
"Gujarat","Vadodara","Residential",31,27,97,48,"2015-11-11"
"Gujarat","Vadodara","Industrial",22,21,98,45,"2015-11-11"
"Gujarat","Vadodara","Others",18,21,90,45,"2015-11-11"
"Madhya Pradesh","Nagda","Residential",27,34,102,62.5,"2015-11-11"
"Odisha","Rayagada","Residential",13,29,172,71,"2015-11-11"
"Odisha","Bhubaneswar","Residential",18,26,511,331,"2015-11-11"
"Odisha","Rourkela","Residential",17,24,443,97,"2015-11-11"
"Odisha","Bhubaneswar","Residential",18,38,590,262,"2015-11-11"
"Odisha","Bhubaneswar","Residential",19,34,328,258,"2015-11-11"
"Odisha","Cuttack","Residential",6,33,236,158,"2015-11-11"
"Odisha","Cuttack","Residential",11,44,335,205,"2015-11-11"
"Odisha","Bhubaneswar","Residential",8,21,329,174,"2015-11-11"
"Odisha","Paradeep","Industrial",26,24,133,42,"2015-11-11"
"Odisha","Paradeep","Residential",37,24,306,122,"2015-11-11"
"Odisha","Paradeep","Residential",30,28,386,155,"2015-11-11"
"Odisha","Kalinga Nagar","Industrial",2,11,119,43,"2015-11-11"
"Odisha","Kalinga Nagar","Residential",3,14,262,47,"2015-11-11"
"Odisha","Rourkela","Residential",19,26,220,116,"2015-11-11"
"Odisha","Konark","Residential",5,20,157,85,"2015-11-11"
"Odisha","Puri","Residential",11,20,182,97,"2015-11-11"
"Odisha","Puri","Residential",10,19,219,177,"2015-11-11"
"Odisha","Kalinga Nagar","Industrial",2,11,103,44,"2015-11-11"
"Tamil Nadu","Madurai","Industrial",13,16,69,36.3,"2015-11-11"
"Tamil Nadu","Coimbatore","Residential",2,25,66,17,"2015-11-11"
"Tamil Nadu","Chennai","Residential",12,15,32,9,"2015-11-11"
"West Bengal","Howrah","Residential",84,125,389,303,"2015-11-11"
"West Bengal","Durgapur","Residential",13,71,245,145,"2015-11-11"
"West Bengal","Kolkata","Residential",21,118,378,251,"2015-11-11"
"West Bengal","Kolkata","Residential",15,89,273,181,"2015-11-11"
"West Bengal","Kolkata","Industrial",17,113,411,206,"2015-11-11"
"West Bengal","Barrackpore","Industrial",14,67,269,146,"2015-11-11"
"West Bengal","Kolkata","Others",19,107,359,227,"2015-11-11"
"Delhi","Delhi","Industrial",4,59,281,262,"2015-11-12"
"Delhi","Delhi","Residential",4,53,163,69,"2015-11-12"
"Gujarat","Vadodara","Residential",18,23,90,41,"2015-11-12"
"Gujarat","ANKLESHWAR","Others",23,27,87,36,"2015-11-12"
"Madhya Pradesh","Nagda","Industrial",37,20,59,50,"2015-11-12"
"Madhya Pradesh","Singrauli","Residential",14,16,95,44,"2015-11-12"
"Odisha","Angul","Industrial",10,25,112,55,"2015-11-12"
"Odisha","Angul","Residential",10,21,97,58,"2015-11-12"
"Odisha","Berhampur","Residential",2,18,65,38,"2015-11-12"
"Odisha","Keonjhar","Residential",2,14,135,80,"2015-11-12"
"Tamil Nadu","Chennai","Industrial",14,17,28,16,"2015-11-12"
"Tamil Nadu","Coimbatore","Residential",2,32,47,45,"2015-11-12"
"Tamil Nadu","Salem","Residential",8,23,49,15,"2015-11-12"
"Delhi","Delhi","Residential",4,51,256,56,"2015-11-13"
"Delhi","Delhi","Residential",4,41,504,192,"2015-11-13"
"Goa","Curchorem","Residential",4,9,64,20,"2015-11-13"
"Goa","Margao","Residential",4,9,30,10,"2015-11-13"
"Goa","Ponda","Residential",4,9,31,12,"2015-11-13"
"Goa","Sanguem","Residential",4,9,34,13,"2015-11-13"
"Goa","Tilamol","Residential",4,9,49,18,"2015-11-13"
"Goa","Cuncolim","Industrial",4,9,35,12,"2015-11-13"
"Gujarat","ANKLESHWAR","Others",20,21,87,40,"2015-11-13"
"Madhya Pradesh","Nagda","Residential",14,18,61,41.3,"2015-11-13"
"Madhya Pradesh","Bhopal","Residential",2,10,66,92,"2015-11-13"
"Madhya Pradesh","Singrauli","Residential",12,17,98,47.9,"2015-11-13"
"Odisha","Talcher","Industrial",10,25,153,79,"2015-11-13"
"Odisha","Rayagada","Industrial",4,22,59,26,"2015-11-13"
"Odisha","Cuttack","Residential",2,26,87,38,"2015-11-13"
"Odisha","Talcher","Industrial",10,25,132,89,"2015-11-13"
"Odisha","Paradeep","Industrial",11,12,289,61,"2015-11-13"
"Odisha","Paradeep","Residential",13,13,125,48,"2015-11-13"
"Odisha","Paradeep","Residential",13,12,169,47,"2015-11-13"
"Odisha","Kalinga Nagar","Industrial",2,10,117,41,"2015-11-13"
"Odisha","Kalinga Nagar","Residential",2,10,117,40,"2015-11-13"
"Odisha","Kalinga Nagar","Industrial",2,10,96,43,"2015-11-13"
"Tamil Nadu","Coimbatore","Industrial",4,31,46,40,"2015-11-13"
"Tamil Nadu","Cuddalore","Residential",7,17,49,24,"2015-11-13"
"West Bengal","Kolkata","Industrial",6,63,212,95,"2015-11-13"
"Dadra & Nagar Haveli","Khadoli","Industrial",18,31,88,29,"2015-11-14"
"Daman & Diu","Daman","Industrial",15,26,85,29,"2015-11-14"
"Goa","Usgao","Residential",4,9,55,19,"2015-11-14"
"Goa","Codli","Residential",4,9,52,17,"2015-11-14"
"Goa","Honda","Residential",4,9,51,18,"2015-11-14"
"Goa","Bicholim","Residential",4,10,69,25,"2015-11-14"
"Goa","Amona","Residential",4,9,53,17.4,"2015-11-14"
"Goa","Assanora","Residential",4,10,58,22,"2015-11-14"
"Goa","Kundaim","Industrial",4,9,31,10,"2015-11-14"
"Gujarat","Vadodara","Residential",13,20,87,34,"2015-11-14"
"Gujarat","Vadodara","Industrial",17,20,80,36,"2015-11-14"
"Gujarat","Vadodara","Others",15,20,77,38,"2015-11-14"
"Madhya Pradesh","Singrauli","Residential",13,16,88,41.76,"2015-11-14"
"Tamil Nadu","Coimbatore","Residential",2,23,50,32,"2015-11-14"
"West Bengal","Kolkata","Residential",5,58,189,88,"2015-11-14"
"West Bengal","Kolkata","Others",5,55,155,79,"2015-11-15"
"Dadra & Nagar Haveli","Khadoli","Industrial",16,28,86,25,"2015-11-16"
"Daman & Diu","Daman","Industrial",14,25,80,26,"2015-11-16"
"Delhi","Delhi","Industrial",4,64,371,148,"2015-11-16"
"Delhi","Delhi","Residential",4,52,211,115,"2015-11-16"
"Gujarat","Vadodara","Residential",12,18,73,29,"2015-11-16"
"Gujarat","ANKLESHWAR","Others",25,27,91,40,"2015-11-16"
"Madhya Pradesh","Nagda","Industrial",28,21,48,33.5,"2015-11-16"
"Madhya Pradesh","Singrauli","Residential",14,17,94,42,"2015-11-16"
"Odisha","Angul","Industrial",9,24,110,64,"2015-11-16"
"Odisha","Rayagada","Residential",4,21,51,22,"2015-11-16"
"Odisha","Angul","Residential",10,23,98,49,"2015-11-16"
"Odisha","Bhubaneswar","Residential",2,22,163,65,"2015-11-16"
"Odisha","Rourkela","Residential",7,14,91,29,"2015-11-16"
"Odisha","Bhubaneswar","Residential",2,18,106,48,"2015-11-16"
"Odisha","Cuttack","Residential",4,35,110,25,"2015-11-16"
"Odisha","Sambalpur","Residential",4,17,75,50,"2015-11-16"
"Odisha","Berhampur","Residential",2,19,82,55,"2015-11-16"
"Odisha","Keonjhar","Residential",2,12,100,92,"2015-11-16"
"Odisha","Rourkela","Residential",12,15,157,68,"2015-11-16"
"Odisha","Konark","Residential",2,13,110,46,"2015-11-16"
"Tamil Nadu","Coimbatore","Residential",3,32,32,31,"2015-11-16"
"Tamil Nadu","Mettur","Residential",6,21,21,12,"2015-11-16"
"Tamil Nadu","Trichy","Residential",13,24,127,24,"2015-11-16"
"West Bengal","Howrah","Residential",11,37,118,76,"2015-11-16"
"West Bengal","Durgapur","Residential",8,60,145,98,"2015-11-16"
"West Bengal","Kolkata","Industrial",6,58,161,85,"2015-11-16"
"Delhi","Delhi","Industrial",4,62,170,144,"2015-11-17"
"Delhi","Delhi","Residential",4,51,176,89,"2015-11-17"
"Goa","Curchorem","Residential",4,9,55,18,"2015-11-17"
"Goa","Margao","Residential",4,9,71,25,"2015-11-17"
"Goa","Ponda","Residential",4,9,44,18,"2015-11-17"
"Goa","Sanguem","Residential",3,8,30,10,"2015-11-17"
"Goa","Tilamol","Residential",4,9,71,22,"2015-11-17"
"Goa","Cuncolim","Industrial",4,9,48,17,"2015-11-17"
"Gujarat","ANKLESHWAR","Others",20,23,89,42,"2015-11-17"
"Madhya Pradesh","Nagda","Residential",17,24,58,37.3,"2015-11-17"
"Madhya Pradesh","Singrauli","Residential",12,16,97,50.18,"2015-11-17"
"Odisha","Talcher","Industrial",10,25,97,49,"2015-11-17"
"Odisha","Rayagada","Industrial",3,17,26,13,"2015-11-17"
"Odisha","Cuttack","Residential",2,29,84,34,"2015-11-17"
"Odisha","Talcher","Industrial",10,27,142,80,"2015-11-17"
"Odisha","Paradeep","Industrial",14,12,102,29,"2015-11-17"
"Odisha","Paradeep","Residential",14,12,104,33,"2015-11-17"
"Odisha","Paradeep","Residential",16,14,147,28,"2015-11-17"
"Odisha","Kalinga Nagar","Industrial",2,10,113,37,"2015-11-17"
"Odisha","Kalinga Nagar","Residential",2,10,116,43,"2015-11-17"
"Odisha","Puri","Residential",2,16,79,19,"2015-11-17"
"Odisha","Puri","Residential",2,11,92,20,"2015-11-17"
"Odisha","Kalinga Nagar","Industrial",2,10,87,39,"2015-11-17"
"Tamil Nadu","Chennai","Industrial",13,14,28,18,"2015-11-17"
"Tamil Nadu","Coimbatore","Industrial",4,24,41,36,"2015-11-17"
"Tamil Nadu","Cuddalore","Residential",9,20,54,30,"2015-11-17"
"Tamil Nadu","Mettur","Industrial",6,20,19,13,"2015-11-17"
"West Bengal","Kolkata","Residential",7,61,174,79,"2015-11-17"
"West Bengal","Barrackpore","Industrial",8,57,132,88,"2015-11-17"
"Delhi","Delhi","Residential",4,43,202,127,"2015-11-18"
"Delhi","Delhi","Residential",4,54,360,241,"2015-11-18"
"Goa","Usgao","Residential",4,9,43,15,"2015-11-18"
"Goa","Codli","Residential",4,9,61,20,"2015-11-18"
"Goa","Honda","Residential",4,9,30,11,"2015-11-18"
"Goa","Bicholim","Residential",4,9,54,20,"2015-11-18"
"Goa","Amona","Residential",4,9,62,22.5,"2015-11-18"
"Goa","Assanora","Residential",4,9,46,17,"2015-11-18"
"Goa","Kundaim","Industrial",4,9,68,22,"2015-11-18"
"Gujarat","Vadodara","Residential",11,19,81,30,"2015-11-18"
"Gujarat","Vadodara","Industrial",17,21,84,37,"2015-11-18"
"Gujarat","Vadodara","Others",16,19,81,30,"2015-11-18"
"Madhya Pradesh","Bhopal","Residential",2,7,87,9,"2015-11-18"
"Madhya Pradesh","Singrauli","Residential",12,19,88,39.2,"2015-11-18"
"Odisha","Bhubaneswar","Residential",2,18,85,15,"2015-11-18"
"Odisha","Sambalpur","Residential",5,14,88,52,"2015-11-18"
"Tamil Nadu","Madurai","Industrial",15,18,61,30.4,"2015-11-18"
"Tamil Nadu","Salem","Residential",8,29,44,14,"2015-11-18"
"Tamil Nadu","Coimbatore","Residential",2,21,43,27,"2015-11-18"
"West Bengal","Kolkata","Residential",4,52,135,69,"2015-11-18"
"Delhi","Delhi","Industrial",4,69,413,245,"2015-11-19"
"Delhi","Delhi","Residential",4,56,332,236,"2015-11-19"
"Gujarat","Vadodara","Residential",12,19,71,32,"2015-11-19"
"Gujarat","ANKLESHWAR","Others",24,25,87,38,"2015-11-19"
"Madhya Pradesh","Nagda","Industrial",32,17,60,33,"2015-11-19"
"Madhya Pradesh","Singrauli","Residential",15,20,92,43,"2015-11-19"
"Odisha","Angul","Industrial",11,26,123,71,"2015-11-19"
"Odisha","Rayagada","Residential",3,21,42,32,"2015-11-19"
"Odisha","Angul","Residential",11,26,107,63,"2015-11-19"
"Odisha","Bhubaneswar","Residential",2,19,176,68,"2015-11-19"
"Odisha","Rourkela","Residential",7,13,94,32,"2015-11-19"
"Odisha","Bhubaneswar","Residential",2,20,88,36,"2015-11-19"
"Odisha","Cuttack","Residential",4,32,131,30,"2015-11-19"
"Odisha","Keonjhar","Residential",2,13,113,78,"2015-11-19"
"Odisha","Kalinga Nagar","Industrial",2,10,112,38,"2015-11-19"
"Odisha","Kalinga Nagar","Residential",2,10,121,41,"2015-11-19"
"Odisha","Rourkela","Residential",14,15,160,70,"2015-11-19"
"Odisha","Konark","Residential",2,14,132,50,"2015-11-19"
"Odisha","Puri","Residential",2,17,150,58,"2015-11-19"
"Odisha","Kalinga Nagar","Industrial",2,10,86,39,"2015-11-19"
"Tamil Nadu","Chennai","Industrial",12,16,41,25,"2015-11-19"
"Tamil Nadu","Coimbatore","Residential",3,31,30,43,"2015-11-19"
"Tamil Nadu","Chennai","Residential",12,16,89,13,"2015-11-19"
"West Bengal","Kolkata","Industrial",6,66,224,89,"2015-11-19"
"West Bengal","Barrackpore","Industrial",7,57,118,88,"2015-11-19"
"Dadra & Nagar Haveli","Khadoli","Industrial",16,25,92,29,"2015-11-20"
"Daman & Diu","Daman","Industrial",14,23,79,25,"2015-11-20"
"Delhi","Delhi","Industrial",4,63,234,143,"2015-11-20"
"Delhi","Delhi","Residential",4,57,340,123,"2015-11-20"
"Goa","Curchorem","Residential",4,10,58,21,"2015-11-20"
"Goa","Margao","Residential",4,8,61,20,"2015-11-20"
"Goa","Ponda","Residential",4,9,50,19,"2015-11-20"
"Goa","Sanguem","Residential",4,9,33,10,"2015-11-20"
"Goa","Tilamol","Residential",4,9,59,19,"2015-11-20"
"Goa","Cuncolim","Industrial",4,9,30,10,"2015-11-20"
"Gujarat","ANKLESHWAR","Others",18,19,85,33,"2015-11-20"
"Madhya Pradesh","Nagda","Residential",17,23,52,38,"2015-11-20"
"Madhya Pradesh","Bhopal","Residential",2,10,69,9,"2015-11-20"
"Madhya Pradesh","Singrauli","Residential",12,18,97,43.17,"2015-11-20"
"Odisha","Talcher","Industrial",11,26,136,72,"2015-11-20"
"Odisha","Rayagada","Industrial",4,22,60,24,"2015-11-20"
"Odisha","Bhubaneswar","Residential",2,15,67,11,"2015-11-20"
"Odisha","Cuttack","Residential",3,31,71,38,"2015-11-20"
"Odisha","Berhampur","Residential",2,18,80,54,"2015-11-20"
"Odisha","Talcher","Industrial",11,25,138,90,"2015-11-20"
"Odisha","Paradeep","Residential",15,13,196,41,"2015-11-20"
"Odisha","Puri","Residential",2,18,126,22,"2015-11-20"
"Tamil Nadu","Coimbatore","Industrial",4,20,40,45,"2015-11-20"
"Tamil Nadu","Cuddalore","Residential",11,20,59,26,"2015-11-20"
"West Bengal","Howrah","Residential",14,40,132,81,"2015-11-20"
"West Bengal","Durgapur","Residential",7,55,102,70,"2015-11-20"
"West Bengal","Kolkata","Residential",6,66,218,112,"2015-11-20"
"West Bengal","Kolkata","Residential",4,59,159,91,"2015-11-20"
"Goa","Usgao","Residential",4,9,38,13,"2015-11-21"
"Goa","Codli","Residential",4,9,78,30,"2015-11-21"
"Goa","Honda","Residential",4,8,38,14,"2015-11-21"
"Goa","Bicholim","Residential",4,9,50,19,"2015-11-21"
"Goa","Amona","Residential",4,10,73,23.4,"2015-11-21"
"Goa","Assanora","Residential",4,9,51,17,"2015-11-21"
"Goa","Kundaim","Industrial",4,9,69,24,"2015-11-21"
"Madhya Pradesh","Singrauli","Residential",13,16,81,42.09,"2015-11-21"
"Odisha","Sambalpur","Residential",4,17,71,46,"2015-11-21"
"Odisha","Paradeep","Industrial",16,13,127,35,"2015-11-21"
"Odisha","Paradeep","Residential",13,12,164,41,"2015-11-21"
"Tamil Nadu","Coimbatore","Residential",2,17,50,30,"2015-11-21"
"West Bengal","Kolkata","Others",3,54,131,68,"2015-11-21"
"West Bengal","Kolkata","Industrial",4,55,194,91,"2015-11-22"
"West Bengal","Barrackpore","Industrial",8,61,128,91,"2015-11-22"
"Dadra & Nagar Haveli","Khadoli","Industrial",15,25,90,25,"2015-11-23"
"Daman & Diu","Daman","Industrial",13,21,81,28,"2015-11-23"
"Delhi","Delhi","Residential",4,46,284,161,"2015-11-23"
"Delhi","Delhi","Residential",4,46,374,186,"2015-11-23"
"Gujarat","ANKLESHWAR","Others",22,26,84,34,"2015-11-23"
"Madhya Pradesh","Nagda","Industrial",25,14,53,34,"2015-11-23"
"Madhya Pradesh","Singrauli","Residential",14,19,87,47,"2015-11-23"
"Odisha","Angul","Industrial",10,27,115,56,"2015-11-23"
"Odisha","Rayagada","Residential",4,22,50,27,"2015-11-23"
"Odisha","Angul","Residential",11,26,116,59,"2015-11-23"
"Odisha","Bhubaneswar","Residential",2,22,168,61,"2015-11-23"
"Odisha","Rourkela","Residential",8,15,99,38,"2015-11-23"
"Odisha","Bhubaneswar","Residential",2,20,92,41,"2015-11-23"
"Odisha","Bhubaneswar","Residential",2,18,72,13,"2015-11-23"
"Odisha","Cuttack","Residential",4,31,129,51,"2015-11-23"
"Odisha","Sambalpur","Residential",4,19,76,50,"2015-11-23"
"Odisha","Keonjhar","Residential",2,13,123,64,"2015-11-23"
"Odisha","Kalinga Nagar","Industrial",2,10,116,39,"2015-11-23"
"Odisha","Kalinga Nagar","Residential",2,10,124,44,"2015-11-23"
"Odisha","Rourkela","Residential",15,15,175,93,"2015-11-23"
"Odisha","Konark","Residential",2,14,122,49,"2015-11-23"
"Odisha","Puri","Residential",2,15,122,24,"2015-11-23"
"Odisha","Kalinga Nagar","Industrial",2,10,92,41,"2015-11-23"
"Tamil Nadu","Coimbatore","Residential",4,23,25,20,"2015-11-23"
"Tamil Nadu","Mettur","Residential",7,23,17,8,"2015-11-23"
"Tamil Nadu","Trichy","Residential",10,18,95,11,"2015-11-23"
"West Bengal","Durgapur","Residential",7,55,116,89,"2015-11-23"
"West Bengal","Kolkata","Residential",6,69,196,93,"2015-11-23"
"West Bengal","Kolkata","Residential",5,60,180,84,"2015-11-23"
"Delhi","Delhi","Industrial",4,71,389,206,"2015-11-24"
"Delhi","Delhi","Residential",4,51,343,126,"2015-11-24"
"Goa","Curchorem","Residential",4,9,57,22,"2015-11-24"
"Goa","Margao","Residential",4,9,63,22,"2015-11-24"
"Goa","Ponda","Residential",4,9,43,16,"2015-11-24"
"Goa","Sanguem","Residential",4,9,48,18,"2015-11-24"
"Goa","Tilamol","Residential",4,10,78,29,"2015-11-24"
"Goa","Cuncolim","Industrial",4,9,31,12,"2015-11-24"
"Gujarat","ANKLESHWAR","Others",20,20,83,35,"2015-11-24"
"Madhya Pradesh","Nagda","Residential",11,21,60,45,"2015-11-24"
"Madhya Pradesh","Singrauli","Residential",11,17,95,42.05,"2015-11-24"
"Odisha","Talcher","Industrial",10,25,132,70,"2015-11-24"
"Odisha","Rayagada","Industrial",4,23,64,30,"2015-11-24"
"Odisha","Cuttack","Residential",2,28,83,46,"2015-11-24"
"Odisha","Berhampur","Residential",2,20,75,38,"2015-11-24"
"Odisha","Talcher","Industrial",10,26,128,77,"2015-11-24"
"Tamil Nadu","Chennai","Industrial",13,16,36,21,"2015-11-24"
"Tamil Nadu","Coimbatore","Industrial",3,25,50,20,"2015-11-24"
